,ACCOUNTSPAYABLEANDACCRUEDLIABILITIESCURRENT,ACCOUNTSPAYABLECURRENT,ACCOUNTSPAYABLEOTHERCURRENT,ACCOUNTSPAYABLERELATEDPARTIESCURRENT,ACCOUNTSPAYABLETRADECURRENT,ACCRUEDLIABILITIESCURRENT,BANKOVERDRAFTS,BRIDGELOAN,CAPITALLEASEOBLIGATIONSCURRENT,CAPITALLEASEOBLIGATIONSNONCURRENT,CIK,COMMERCIALPAPER,COMMERCIALPAPERNONCURRENT,CONSTRUCTIONLOAN,CONSTRUCTIONLOANNONCURRENT,CONVERTIBLEDEBTCURRENT,CONVERTIBLEDEBTNONCURRENT,CONVERTIBLELONGTERMNOTESPAYABLE,CONVERTIBLENOTESPAYABLECURRENT,CONVERTIBLESUBORDINATEDDEBTCURRENT,CONVERTIBLESUBORDINATEDDEBTNONCURRENT,DATE,DEBTCURRENT,EXTRACTCODE,FINALLONGTERM,FINALSHORTTERM,JUNIORSUBORDINATEDLONGTERMNOTES,JUNIORSUBORDINATEDNOTESCURRENT,LIABILITIESCURRENT,LIABILITIESNONCURRENT,LIABILITIESOTHERTHANLONGTERMDEBTNONCURRENT,LINESOFCREDITCURRENT,LOANSPAYABLECURRENT,LOANSPAYABLETOBANKCURRENT,LONGTERMCOMMERCIALPAPERCURRENT,LONGTERMCONSTRUCTIONLOANCURRENT,LONGTERMDEBTANDCAPITALLEASEOBLIGATIONS,LONGTERMDEBTANDCAPITALLEASEOBLIGATIONSCURRENT,LONGTERMDEBTCURRENT,LONGTERMDEBTNONCURRENT,LONGTERMLINEOFCREDIT,LONGTERMLOANSFROMBANK,LONGTERMLOANSPAYABLE,LONGTERMNOTESANDLOANS,LONGTERMNOTESPAYABLE,LONGTERMPOLLUTIONCONTROLBOND,LONGTERMPOLLUTIONCONTROLBONDCURRENT,LONGTERMTRANSITIONBOND,LONGTERMTRANSITIONBONDCURRENT,MEDIUMTERMNOTESCURRENT,NAME,NOTESANDLOANSPAYABLECURRENT,NOTESPAYABLECURRENT,NOTESPAYABLETOBANKCURRENT,NOTESPAYABLETOBANKNONCURRENT,OTHERACCRUEDLIABILITIESCURRENT,OTHERLIABILITIESCURRENT,OTHERLOANSPAYABLECURRENT,OTHERLOANSPAYABLELONGTERM,OTHERLONGTERMDEBTCURRENT,OTHERLONGTERMDEBTNONCURRENT,OTHERLONGTERMNOTESPAYABLE,OTHERNOTESPAYABLECURRENT,OTHERSHORTTERMBORROWINGS,SECUREDDEBTCURRENT,SECUREDLONGTERMDEBT,SECURITIESSOLDUNDERAGREEMENTSTOREPURCHASE,SENIORLONGTERMNOTES,SENIORNOTESCURRENT,SHORTTERMBANKLOANSANDNOTESPAYABLE,SHORTTERMBORROWINGS,SHORTTERMNONBANKLOANSANDNOTESPAYABLE,SUBORDINATEDDEBTCURRENT,SUBORDINATEDLONGTERMDEBT,UNSECUREDDEBTCURRENT,UNSECUREDLONGTERMDEBT,WAREHOUSEAGREEMENTBORROWINGS
4,3632453.0,206575.0,,,,3425878.0,,,,516.0,1509477,,,,,,,,,,,2016-11-14,30570.0,XBRL,,30570.0,,,4597057.0,,,,,,,,,30570.0,,,,,,,,,,,,,NowNews Digital Media Technology Co. Ltd.,,,,,,4049.0,,,,,,,,,,,,,,,,,,,,
8,1998478.0,,,,,,,,,,1372807,,,,,,,,,,,2016-11-02,,HTML,188205626.0,1998478.0,,,1998478.0,188205626.0,,,,,,,,,,,,,,,,,,,,,"KCAP Financial, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
0,17495776.0,942733.0,,,,16553043.0,,,30986.0,2663.0,890908,,,,,,,,,,,2016-01-14,30986.0,XBRL,,30986.0,,,17526762.0,,,,,,,,,30986.0,,,,,,,,,,,,,DYNACQ HEALTHCARE INC,,,,,,,,,,,,,,,,,,,,,,,,,,
1,135656.0,135656.0,,0.0,,,,,,,1065598,,,,,,,,,,,2016-01-14,,XBRL,,135656.0,,,209694.0,,,,,,,,,,,,,,,,,,,,,,"DigitalTown, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
2,14671.0,,,,,,,,,,1543066,,,,,,,,,,,2016-01-14,,XBRL,,14671.0,,,174725.0,,,,,,,,,,,,,,,,,,,,,,E-WASTE CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12285000.0,,,,12285000.0,,,,,,784539,,,,,,,,,,,2016-01-14,,XBRL,992000.0,12285000.0,,,16494000.0,,,,,,,,,,,992000.0,,,,,,,,,,,EACO CORP,,,,,,2151000.0,,,,,,,,,,,,,,,,,,,,
4,5375100.0,5375100.0,,,,,,,,,31667,,,,,,,,,,,2016-01-14,0.0,XBRL,,0.0,,,12377900.0,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,EDUCATIONAL DEVELOPMENT CORP,,,,,,1735300.0,,,,,,,,,,,,,,,,,,,,
5,320753.0,105118.0,,,,215635.0,,,,,1449447,,,,,,,,,,,2016-01-14,421051.0,XBRL,,421051.0,,,749804.0,,,,,,,,,421051.0,421051.0,,,,,,,,,,,,"ENTEST BIOMEDICAL, INC.",421051.0,421051.0,,,,,,,,,,,,,,,,,,,,,,,,
6,91442.0,,,,,,,,,,1464766,,,,,0.0,,,,,,2016-01-14,0.0,XBRL,,0.0,,,1347195.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,"Epcylon Technologies, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
7,663552.0,663552.0,,,,,,,,,1394130,,,,,,,,,,,2016-01-14,,HTML,1776156.0,663552.0,,,1251156.0,1776156.0,,,,,,,,,,,,,,,,,,,,,Event Cardio Group Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,
8,766.0,,,,,0.0,,,,,1603345,,,,,,,,,,,2016-01-14,,XBRL,,766.0,,,766.0,,,,,,,,,,,,,,,,,,,,,,FairWind Energy Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,
