,ACCOUNTSPAYABLEANDACCRUEDLIABILITIESCURRENT,ACCOUNTSPAYABLECURRENT,ACCOUNTSPAYABLEOTHERCURRENT,ACCOUNTSPAYABLERELATEDPARTIESCURRENT,ACCOUNTSPAYABLETRADECURRENT,ACCRUEDLIABILITIESCURRENT,BANKOVERDRAFTS,BRIDGELOAN,CAPITALLEASEOBLIGATIONSCURRENT,CAPITALLEASEOBLIGATIONSNONCURRENT,CIK,COMMERCIALPAPER,COMMERCIALPAPERNONCURRENT,CONSTRUCTIONLOAN,CONSTRUCTIONLOANNONCURRENT,CONVERTIBLEDEBTCURRENT,CONVERTIBLEDEBTNONCURRENT,CONVERTIBLELONGTERMNOTESPAYABLE,CONVERTIBLENOTESPAYABLECURRENT,CONVERTIBLESUBORDINATEDDEBTCURRENT,CONVERTIBLESUBORDINATEDDEBTNONCURRENT,DATE,DEBTCURRENT,EXTRACTCODE,FINALLONGTERM,FINALSHORTTERM,JUNIORSUBORDINATEDLONGTERMNOTES,JUNIORSUBORDINATEDNOTESCURRENT,LIABILITIESCURRENT,LIABILITIESNONCURRENT,LIABILITIESOTHERTHANLONGTERMDEBTNONCURRENT,LINESOFCREDITCURRENT,LOANSPAYABLECURRENT,LOANSPAYABLETOBANKCURRENT,LONGTERMCOMMERCIALPAPERCURRENT,LONGTERMCONSTRUCTIONLOANCURRENT,LONGTERMDEBTANDCAPITALLEASEOBLIGATIONS,LONGTERMDEBTANDCAPITALLEASEOBLIGATIONSCURRENT,LONGTERMDEBTCURRENT,LONGTERMDEBTNONCURRENT,LONGTERMLINEOFCREDIT,LONGTERMLOANSFROMBANK,LONGTERMLOANSPAYABLE,LONGTERMNOTESANDLOANS,LONGTERMNOTESPAYABLE,LONGTERMPOLLUTIONCONTROLBOND,LONGTERMPOLLUTIONCONTROLBONDCURRENT,LONGTERMTRANSITIONBOND,LONGTERMTRANSITIONBONDCURRENT,MEDIUMTERMNOTESCURRENT,NAME,NOTESANDLOANSPAYABLECURRENT,NOTESPAYABLECURRENT,NOTESPAYABLETOBANKCURRENT,NOTESPAYABLETOBANKNONCURRENT,OTHERACCRUEDLIABILITIESCURRENT,OTHERLIABILITIESCURRENT,OTHERLOANSPAYABLECURRENT,OTHERLOANSPAYABLELONGTERM,OTHERLONGTERMDEBTCURRENT,OTHERLONGTERMDEBTNONCURRENT,OTHERLONGTERMNOTESPAYABLE,OTHERNOTESPAYABLECURRENT,OTHERSHORTTERMBORROWINGS,SECUREDDEBTCURRENT,SECUREDLONGTERMDEBT,SECURITIESSOLDUNDERAGREEMENTSTOREPURCHASE,SENIORLONGTERMNOTES,SENIORNOTESCURRENT,SHORTTERMBANKLOANSANDNOTESPAYABLE,SHORTTERMBORROWINGS,SHORTTERMNONBANKLOANSANDNOTESPAYABLE,SUBORDINATEDDEBTCURRENT,SUBORDINATEDLONGTERMDEBT,UNSECUREDDEBTCURRENT,UNSECUREDLONGTERMDEBT,WAREHOUSEAGREEMENTBORROWINGS
0,70339.0,,,,,,,,,,723371,,,,,,,,,,,1995-04-03,663.0,TEXT,,663.0,,,91002.0,,,,,,,,,663.0,663.0,,,,,,,,,,,,HARTMARX CORP/DE,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3785.0,,,,,,,,,,55529,,,,,,,,,,,1995-03-17,3439.0,TEXT,3243.0,3337.0,,,13461.0,,,,,,,,,102.0,102.0,3243.0,,,,,,,,,,,KEWAUNEE SCIENTIFIC CORP /DE/,,,,,3785.0,,,,,,,,,,,,,,,3337.0,,,,,,
2,24404.0,3313.0,,,7601.0,,,,,,836157,,,,,,,,,,,1995-03-24,,TEXT,21091.0,24404.0,,,21091.0,22342.0,1251.0,,,,,,,,,,,,,,,,,,,,LINDSAY MANUFACTURING CO,,,,,13490.0,,,,,,,,,,,,,,,,,,,,,
3,3534384.0,1251520.0,,,,2282864.0,,,,,706471,,,,,,,,,,,1995-03-27,,TEXT,,3534384.0,,,4139849.0,,,,,,,,,,,,,,,,,,,,,,MAX & ERMAS RESTAURANTS INC,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14658.0,14658.0,,,,,,,,,70502,,,,,,,,,,,1995-04-03,,TEXT,3699259.0,14658.0,,,14658.0,,,,,,,,,,,3699259.0,,,,,,,,,,,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP /DC/,,,,,,,,,,,,,,,,,,,,,,,,,,
5,658364.0,3488205.0,,,,,,,,,73864,,,,,,,,,,,1995-03-17,,TEXT,12922199.0,658364.0,,,8314057.0,12922199.0,,,,,,,,,,,,,,,,,,,,,OEA INC /DE/,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,203159,,,,,,,,,,,1995-03-09,,TEXT,24202262.0,,,,,24202262.0,,,,,,,,,,,,,,,,,,,,,PACIFIC SECURITY COMPANIES,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6139.0,,,,2635.0,,,,,,723531,,,,,,,,,,,1995-03-24,220.0,TEXT,728.0,220.0,,,25685.0,27699.0,,,,,,,,220.0,220.0,728.0,,,,,,,,,,,PAYCHEX INC,,,,,,,,,,728.0,,,,,,,,,,,,,,,,
8,14215349.0,,,,14215349.0,,,,,643467.0,766592,,,,,,,,,,,1995-03-09,1921116.0,TEXT,19545850.0,1921116.0,,,21171050.0,40716900.0,,,,,,,,1921116.0,1921116.0,19545850.0,,,,,,,,,,,PIGGLY WIGGLY ALABAMA DISTRIBUTING CO INC,1275000.0,1275000.0,,,,,,,,,,,,,,,,,,,,,,,,
9,2626.0,,,,,2626.0,,,,,80420,,,,,,,,,,,1995-03-16,2813.0,TEXT,2813.0,2813.0,,,29474.0,,,,,,,,,2813.0,2813.0,2813.0,,,,,,,,,,,POWELL INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,
